37;I really wish I had something nice to say about this location and the pizza I just wasted $20.00 on...but I am speechless!The location is set in the middle of many other small restaurants (hey noodle) etc, making it a busy parking lot filled with dawdling drivers who r too busy talking and unable to concentrate on their parking skills. I should start by saying I am not a huge fan of pre-made pizza crust and sub-par pizza sauces...,however I did try a slice of Pizza Hut from a Kipling location last night and it tasted / looked incredible. This fiasco of a pizza I just bought was greasy with a soggy cooked on one side crust - and their version of the  the cheesy crust was an oozing mess of cheese-less oily bits of goop where the crust should be. I feel sick just recounting the horror of this thing. Ignoring the hideousness of this so called pizza - I ventured in to try it ....2 slices and 4 greasy crust-bits later, I have a stomach ache and the thought of ever eating pizza again makes me want to go fHU
38;WARNING!!! Stay clear of this location if you want quality food and service,  they burn the food and ban you from receiving deliveries if you talk back to the driver when he swears at you. Very rude poor service best to find another location or order somewhere else.  Management should be ashamed of the customer relationships and needs to take some courses in Research and Development. THE CUSTOMERS PAY YOUR BILLS GET A CLUE!!!
39;We like eating pizza but what we got from this place was not pizza.  The pizza had a disgusting flavour and bread sticks weren't puffy and there wasn't any parmesan topping on them.  The employee was rude and thought she was the best thing to happen to pizza since pepperoni. I would not suggest eating at this restaurant of you're human.  My dog was ok with it but even he didn't feel right after.
40;They deserve less than one star. The only good was the fries had a great seasoning and the huge selection of wing flavours.The "hot" wings really weren't although I understand that's relative. My fish and chips was the worst I've had. It was overcooked and so dry that I think the last quarter would make a suitable hammer. The waitress barely looked at us again once she heard "Groupon" and we ended up leaving early since she hadn't come around in 20 minutes so we could get more drinks. Also who in the world served fish and chips and didn't have any tartar sauce (and barely knows what tartar sauce is). I know it's a wing place but don't put it on the menu if you're not sure what it is.
41;Wish I can give them negative scores.They randomly make up rules on when and how you use the goupon.  Went there with three people using the groupon "$50 Groupon toward lunch or dinner for 4" and they wouldn't accept it...Even though I had done it in the past. When asked about it, she said it was in the fine print somewhere... When it clearly states it nowhere!!  Horrible customer service, the lady even yelled something along the lines of cheap get cheap service, when we were leaving.  When it was a standard 15% tip for sub-par service.. which included messing up our order 2x/ long wait/ justifying the random rules on the groupon. This will be the last and final time I go there.  The food isn't worth paying full price.But wait, there's more!! This ground is not even the $20 or $50... they ended up subtracting taxes off the groupon's value.  So the $20 value groupon we bought was onlu worth $17.40.
42;They over serve their customers alcohol and when they crash their car into yours, the owner won't help you get a license plate number off their security cameras.
43;This place is gross. It's like a health and food inspector's nightmare. The pizza looks like it was baked five years ago and made of melted plastic, which prompted us to try the biryani, which looked a bit better.Fast-forward eight hours later, and we both have severe food poisoning. Also while we were there they refused to make change for this girl, and I'm pretty sure it was just cuz she was black.
44;This place really is gross. I've seen with my own eyes rats come out their stove and go back in, like they're playing! And the woman there is standing by the window with her whole hand in her mouth. Complete disregard for cleanliness.
45;Wanted to try their noodles for lunch today, but they were closed. Lights out at around 12:10pm. Came by about an hour later, lights on with people inside, but doors locked. Very odd that they weren't open for lunch without even a note to indicate why and when they'd be open again. I also noticed that the Chinese name has changed. Not sure if I want to try to see if they're open when I'm around the neighbourhood.I'll amend my 1-star when I'm able to get in the next time. For now, it's worth the 1-star given the annoyance.
46;Just paid $6.99 for store brought dumplings, taste exactly like the ones I got from T&T. So disappointed! My bf ordered the wonton soup, the soup has no flavor, the wonton is bad quality and probably had no meat in it. The only good thing was the fried tofu side dish we got, at least it tasted fresh. Never coming back again.... Might as well just make my own.
47;This was my first and also the last visit of this place. I was disappointed by the service and the food. The waitress wasn't friendly at all. I ordered breakfast menu, but every part of it had something I didn't like - potatoes were undercooked, eggs too greasy and undercooked and sausages burned. Also the water tasted strange. Sirup provided to pancakes was so watery, that I suspect they mixed it with water to reduce costs. With the price for breakfast similar to the restaurant across the street, it is not worth to come here.
48;We had a horrendous experience just parking in front of this establishment!  The owner/chef came running out screaming at the top of his lungs like some hysterical animal - because we misparked.  This is an abusive person and stay away - especially if you are a woman!
49;The old man who works there is pissed off every day. Yells at customers. Throws the food about.  He's so rude! Why is he allowed to work with customers ?? If you don't like what you are doing then leave the job!
50;First let me reiterate that I love Greek food. I had a craving for some chicken soulvaki and noticed there was a Jimmy the Greek in the food court of the Sheppard Center.  I ordered the chicken soulvaki dinner. The older man serving me asked if I wanted some tazziki with my dinner.  So naturally I said yes, thinking I would get a small serving of tazziki. But instead apparently he thought I wanted some chicken with my tazziki, because he walloped my entire plate with it. The chicken was extremely salty, and the rice was pretty much mush. This was the worst food I have had in quite some time.  Needless to say I have crossed this off my list of go to places.
51;Today I was at the Sheppard Centre location and asked for a  gyro with salad. The person in charge (a male over 50 years old) was very rude. At first I didn't understand what he was saying because of this accent, but I asked him to repeat what he was saying a few times and I think he didn't like that. Regardless, not being a native speaker myself I understand the frustration, so I continued and asked politely my order. He then started heating the bread on the flames and even when the tongs were next to him we used his hand (no gloves) to flip the bread at least 3 times. He then proceeded to serve everything, and again, with his hands and without using gloves he closed the wrap and proceeded to cash out my order (He has about to open the drawer and take the money with the same hands he was managing food). I asked him if he sanitized his hands and said I noticed he wasn't using any gloves. He didn't understand me so after a few times when he understood he said "I didn't touch your food" I replied "yes, you did"
52;About as authentic as KFC is to Southern Cooking. The Shawarma is dry due to being pre cut so early in the day.  Bland and tasteless.  Also had to return it for more toasting.  The press was barely on.  Left it on for quite a well and still wasn't long enough. Service was non existent and had to yell for someone to attend the counter.  Everyone commenting about this place is right.  It's not good.
53;the chicken shawarma was dried out and tasted like it may be from the day before. the kofta was very dry as well...very disappointed, the best part was the pizza I ordered for my daughter...won't be eating here again. $40.00 wasted... next time showtime bistro for me!
54;In all honestly, this is probably my fault.  I ordered a tabbouleh salad and once I realised that the staff member couldn't even find it and spent minutes finding someone to help him locate it, I should have walked away from ordering it.  Service was extremely slow and inefficient, the portion size was small, and it was very mediocre.  If you enjoy eating gritty little bits in your $9 dollar small sized salad, you should check this place out.
55;Extremely slow and painful Sevice. Not like other paramount restaurants across GTA. The food took a long time to come and fries seemed to be from yesterday. This place seems to be more focused on takeaway than the restaurant.
56;I would like to start off by saying that I have never written a review before this one, I have used yelp many times to decide where to eat, but I have never been moved to write a review of my own. My awful experience at this location has prompted me to signup for a Yelp account just so I can share it.  I have been to many Paramount locations, and I really like their food and service, generally speaking. My experience at other locations has always been good.  That's why when they first opened this location I was so excited because it was close to my house. The first time we went there I was not impressed by the food or the service, but I figured they had just opened and they still needed to iron out the problems. I decided to give it another shot and went there yesterday with my family. The service was mediocre and the food was awful. To make it short, we were given cold bread to start, the waitresses kept coming to our table with other people's orders,  and the food was horrible and cold. I personally ordered
57;This place is very mediocre. The service is slow and after eating a lot of time middle easter food, I think that I'm very disappointed with the quality and the flavor of this dishes. The meat of the shawarma was dry and flavorless and the falafel hasn't all the traditional ingredientes. Just falafel and lettuce. It is overpriced.  it isn't worth it. My best advice is to skip this awful place.
58;I just ordered a salad bowl and it was horrible. The staff started off asking if I wanted rice and beans, then moved next to protein, which I chose the mild chicken that she suggested. Next was onto the toppings of tomato, lettuce, corn and etc. After she was done with the toppings, she moved onto the salsa and sour cream.... And that's pretty much it for this "salad"! It's not like the Chipotle salad bowl that I'm used to, where it consisted of an actual bed of salad.. But here you simply get a little bit of shredded lettuce. I asked for more lettuce and rice which she was happy to provide more. The taste of the salad itself wasn't all that bad BUT the chicken was absolutely disgusting. It didn't even taste like chicken. I thought it was some sort of chicken substitute. It's not 100% chicken meat and I will 100% never eat there again!
59;VERY unimpressed!!! Both their website and door signage indicate they close at midnight on Saturday evenings. Drove there at 11 pm as I was starving and craving a burrito and it was the closest one to home still open (and pregnancy cravings are no joke!) AND THEY WERE CLOSED. Not cool. Now I'm hangry. Very hangry...
60;The tortilla was disgusting, my burrito was soggy,  the dude didn't seem like he knew how to make a burrito,  and the beans were cold.  Never going back here again!
61;This place is a complete joke.  My burrito had one spoon of cheese.  They hire kids who don't know how to count change.  I gave him $5.75 for a $5.65 burrito and he supposed to give me back $0.10.  He goes "You still owe me another quarter".  WTF.  I told him that I gave you $5.75 look closely.  Duh!.I asked for burrito sauce, they go "we don't have any".  Tasted so plain :(  The hot sauce isn't even that hot.  It lacks the real burrito ingrediants, such as fried onions and green peppers.  Their just imitating the concept of a burrito without the skills and ingredients of how to make one.  I can imagine their profit margins are very thin and I don't expect them to survive this a tough competitive market.
62;Very low key burritos. They are pretty stingy on the toppings. Plus bathroom didn't have soap to wash hands in. Really really stingy. I ordered the veggie burrito, the cheese and toppings were so little that all i was able to taste was the tortilla...disappointed because i know i have had better burritos.
63;If you're looking for a burrito. Do NOT go there.  Nothing fresh or authentic about this place. With tsp size servings in a giant wrap. Which by the way are frozen a defrosted. There meat comes out of packaged frozen bags.  Even at $5 special.  Huge disappointment.  One try was to many. Horrible
64;Worst quesadilla ever!  When you think of a quesadilla you think cheesy goodness with fresh ingredients... This had LITERALLY one spoon of cheese and this saucy meat that puddled in my plate and made the whole thing a big soggy mess!  Granted the veggies were fresh, the kid who made it had no idea what a quesadilla was (management should maybe offer more training into the meals their staff are responsible to make?). Also more than half my quesadilla had nothing on it... It was just plain tortilla (that should clue you in to add more cheese!).  It's really hard to mess up Mexican food but Burrito Zone beat the odds and failed.  If you can tell by my post.. I was terribly disappointed with my meal.
65;I had the worst experience today!!! It took 3 phone calls with their incompetent staff to place an order for delivery (they kept hanging up even before I could give my address) One hour later, I call back and they told me that my order was CANCELLED! They made excuses for their own mistake and I never even got an apology. AVOID AT ALL COSTS!!!
66;When I saw that a burrito place moved into town, I got super excited. I think this might be the first one I've seen near me. However, the excitement didn't last long. I saw past bad reviews before I came but I decided to see for myself. I ordered a chicken burrito with guac. It's not horrible, it's just not good. The flavour lacks, it was cold despite putting it on the press, and the ingredients seemed to be laid out sloppily during the ordering. I really wanted to like this place because I love burritos and it would have been a convenient location for me to get one. The service was relatively friendly - cashier, maybe the owner, was super nice, and the environment is modern. If they step up their burrito-making game, get their flavours down right, and heat up their burritos nicely, I'd go again. But for now, I'll drive a bit more for a good bite.
67;Food has not met expectations at all. In store didn't taste good, Uber Eats was cold and didn't taste good. Would definitely not recommend at all, not even if you were dying. Get & Go burrito all the way!
68;Nasty place - the veggies are brown and rotting in the trays, the 'large' burrito is at best a snack size, the 'extreme nachos' include a steak-like substance (as if Arby's did something that tried to resemble carne asada) with a texture like rubber and the colour of that tennis ball the dog chewed the green fuzzy part off and buried in the backyard for the last 5 years, that is coated in a horrid bbq style sauce (wot?!?), no decent drink options other than beer (People: Jarritos?  Izze? Anything but bottled industrial pop, please)Oh, and over the house system is ethnic music while gangsta rap is being cranked on the teevees.Must say, the pork wasn't horrid (and the only plus is that unlike Mucho Burrito, they knew that carnitas was pork!), and they have Cholula.But those two points are not enough to save them.Can't believe I'd find a place worse than Mucho Burrito, but there ya go - setting the barre lower!  Kudos!
69;Totally nasty experience. Will be surprised if they last.Ordered 1 4 taco meal, 1 taco meal, a chicken quesadilla and nachos with cheese.The liquid cheese on the nachos is nasty (clumpy).The Taco Beef is pasty (doesn't even taste like beef). Taco beef also had no gravy, sauce or seasoning.This was the worst experience ever. Pretty bad when Taco Bell beats this place hands down....Won't be back here for sure.
70;Had dinner here. Staff is extremely slow. At the busiest time they only had one guy working. Feels like they don't speak English and have a terrible attitude. Waited almost 30 minutes in line. When it came to paying, the man couldn't figure out how much change he was giving me. That took another 10 minutes... Only to figure out that he gave me the wrong change. Also got nachos which were cold and I'm pretty sure my beef was microwaved. Waited way too long for bad food!
71;Well I'm at a hotel 8km away and ordered food 35 min ago. Waiting for my food to arrive and I get a call saying that my area is out of there range. Our hotel is 15min away Google maps say. Would not suggest trying to order deliver from here.
72;Tried this "Mexican" restaurant recently, but it was terrible. Probably the worst burrito location I've been to. I'm surprised that they are still open to be honest.The staff was friendly, but the food was just not good. I ended up just throwing out my food.
73;Horrible service. I don't get what's the point of having a website that accepts online orders for in store pick up when you guys don't even do online orders during your busy hours?Today I made an order for burrito's for a few other's at the same time at around 11:40am. I selected cash as my payment and to be picked up at this location. I show up around 12-12:05pm and waited till 12:10 for someone to actually ask me what's up, and they told me they do not ACCEPT any online order's during this time. and I'm like Waht's the points. Instead they wanted me to order on the spot instead, but I was furious and said cancel that order or don't even bother processing it later today when you guys actually accept online order, as it's pointless. I left and went next door instead. If I wanted to wait for a burrito, I would have came in with my friend's to order it rather then order it online. So waste of time.I can tell you, the competitor's like Burrito Boyz, etc even take phone orders at ALL times of day regardless. 
74;The bbq ribs I ordered barely had any meat on them. The pork fried rice tasted very bland and hardly had any pork in them. I paid 10 bucks for the dinner special and the food I got was worth 5 bucks tops. 1 star. Would've given it 2 but the tap option didn't even work on their debit machine. Your best bet if you're in the area and want chinese food is to go elsewhere. Don't waste your money at this dump like I did.
75;I wish I could give this place 0 stars. This was the worst Chinese take out I've ever had. I had to throw away everything nothing was edible!! Do yourself a favour and stay away
76;This place is crap!  Not that I am a Chinese food expert but I have had my share in my lifetime and this places takes the cake for dead last.  Only thing that resembled what it's supposed to taste like was the deep fried wontons.  I highly recommend you find an alternative for Chineese food.
77;This place is a disgrace and I'm amazed how it's still in business. We ordered knowing that the reviews were bad but figured they were from uptight yelpers with super high standards and couldnt be that bad. You can buy better chinese food from the freezer at the grocery store. The food was barely edible and a total waste of $45. 0 stars.
78;THE WORST Chinese food I have ever tasted. Beef was rubbery. Veggies consisted of wilted onions. Service was awful. No idea how this place is in business.
79;Holy hell!!! Is there ANY decent Chinese food in Toronto? Take me back to basic, cheap US Chinese food. This place is straight putrid! Only edible item in our $40 order was the fried rice. The wontons were especially suspect. $6 for a box of greasy old triangles...some of which had a microscopic bit of "meat???" In them. The dipping sauce was a congealed red blob. The hot and sour soup was opaque bright orange....again lumps of congealed....something..???...in it. Could not eat. Everything else was crazy bland...including the human beef supposedly their specialty.For real, I give up on your Chinese food Canada.
80;Dreadful Tim Horton's, I asked for a toasted bagel with cream cheese and received one that was black, drenched in butter. Disgusting! My advice: go to the Wendy's and order yourself a sour cream and chives baked potato, $2 and they're amazing!
81;I go out of my way to visit other Tim locations....I dreadfully pass by this one on my way to the doctors so I usually end up ordering.This location always messes up my drink orders. My iced cap had no ice at all. It was just cool liquid. I was in a rush to the doctors so I didn't have time to go back. And then when my mom ordered last time, they used the table cloth to wipe the the edge of the rim when they overfilled it...The edge of the rim...where she was going to drink from...looks unsanitary. I would not have taken that drink had it been me. The only redemption is that they make a mean grilled cheese panini. If I know I have to pass by this location, I always bring my water bottle with me for my thirst needs now.
82;Can't believe I came here to eat. Had the 3 tacos and the food was stale and chicken tasted old. Went to complain and the people just answer me with an "oh is it?" I asked for a refund and was told manager wasn't on duty to give me a refund. Well they just lost my business completely as I work next door. This place shouldn't be allowed to operate with the expired food they serving.
83;Worse customer service and knowledges of their menu. They have a menu for kids and when I went with my son they won't let me buy from it unless I buy any regular menu which they should have said on the menu board and they don't care to return customer away
84;Bad experience. Employees smoking in front of the store while on their shift. Employees dont listen when they put your toppings. And fountain drinks are very very watery. I used to love this place but service is just terrible.
85;rude management and by far the worst mexican food ive ever tasted. absolutely flavourless. could barely tell the difference between the beef and the chicken. i would never eat there again and if i were mexican i would be offended that this place calls themselves mexican. i didn't even taste a hint of spice. not even black pepper! waste of money
86;Should of probably read these reviews before eating here. Spicy Chicken burrito had no flavour chicken had old dry bits of chicken in it. Family run and they don't help each other when there is a line. Brutal.
87;This is BY FAR the worst Tim's I've ever been to.I can't count the times where I've received my orders wrong in spectacular fashion. I don't know who is doing the hiring here, but the staff on a regular basis are unfriendly, slow, and forgetful.I only go to this location because of its proximity to my office but I swear if I win the lottery one day. I will buy a franchise to rival this location.Just at the sheer mention of this location in my office kicks off a long and complicated "Bitch-fest" (for lack of a better term) where we all complain when we've been wronged by the lack of service here. Am I being too harsh? Probably, but all I ask for is to get my order correctly (somewhat) consistently. I shouldn't be entering an engagement with this location with the expectation of a mix-up. That's all I'm asking.
88;Rumors are true :-( Horrible experience at Ajax location... Worse experience in my life at pizza restaurant...I took my parents there expecting to have a good time, but it was the opposite..!!! Starting with the drinks, NO orange pop at that place, then when i finally order we had to wait for about 40 mins to get the horrible cooked pizza..!!!Pizza wasn't even cook properly... Overcooked in the bottom and seems the stove is not getting the pizza cook in the inside... Awful experience...At the moment to deliver the pizza on our table, i immediately order the bill... 1 large pizza, 1 medium pizza and 4 drinks for 42 bucks... The price It sounds like right to me... But experience was horrible..!!Carpet dirty.. Not hot sauce on the table unless you want to pay extra... Employes only go to your table when you order and when you ask for the bill... They are more busy talking among them than attend the customers...Anyway, after eat that pizza... Told my patents to wait for me at the car while i pay the b
89;bad experience at this location time and time again. if you're willing to pay $20+ on 1 pizza with no toppings (hence, no flavour) on it, this is the place with you. even after advising the employee about my prior bad experience and asking for the pizza to be generously topped, i received a pizza with double the regular crust size and not enough cheese to even contain the sauce. if you want a decent pizza joint within ajax, try pizza depot or even pizza pizza (rossland). you get what you ask/pay for.
90;Visited this restaurant even after a bad experience ordering food. So surprised this is still open! Food was too greasy... Really dirty carpet... Server was nice though. If you're craving this kind of food just to to Boston pizza or something .... This is overpriced
91;I only order take out here since the dine in is horrible. Every time we go for it the servers take forever and never get things right (even when your the only customers in the entire dining room). It's better to cut your losses and take out the pizza, for some reason it comes out good that way lol
92;The worst worst worst!!!!! Takes forever to get food here. Haven't been to McDonald's in years and thought I would go here for some late night quick grab. Boy what a big mistake. Mark
93;Poor customer service,food sucks. Arrogant staff members and manager.
